Id,League,Date,Time,Round,Home,Away,posicao_home,posicao_away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Total_2HT_H,Media_Total_2HT_A,CV_Media_Total_2HT_H,CV_Media_Total_2HT_A,PPJ_H,CV_Pontos_H,PPJ_A,CV_Pontos_A,Media_primeiro_gol_home,Media_primeiro_gol_away,Media_primeiro_gol_home_sofrido,Media_primeiro_gol_away_sofrido,xg_home,xg_away,xg_jogo,Power_home,Power_away,media_movel_chutes_por_gol_H,media_movel_chutes_por_gol_A,media_chutes_home,media_chutes_away,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Home_Win_HT,Porc_Over25FT_Home,Porc_BTTS_Home,Media_FT_Corners_H_MAR,Media_FT_Corners_H_SFR,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Away_Win_HT,Porc_Over25FT_Away,Porc_BTTS_Away,Media_FT_Corners_A_MAR,Media_FT_Corners_A_SFR,Diferente_0x0_Home,Diferente_0x0_Away,Diferente_0x1_Home,Diferente_0x1_Away
C4km7Khr,FRANÇA - LIGUE 1,2024-01-14,16:45,RODADA 18,Lens,PSG,7.0,1.0,3.6,4.0,1.91,1.65,2.2,1.62,2.2,1.14,1.71,0.32,0.16,2.0,0.65,2.43,0.4,46.17,29.43,36.6,70.0,1.1,1.15,2.25,3.83,4.33,4.17,2.67,6.5,7.0,85.71,28.57,14.29,57.14,28.57,28.57,57.14,8.2,8.2,71.43,42.86,28.57,71.43,71.43,57.14,71.43,4.6,4.6,100.0,100.0,42.86,42.86
lQfFxv0P,MÉXICO - LIGA MX,2024-01-14,21:00,ENCERRAMENTO ,Necaxa,Atlas,7.0,4.0,2.55,3.25,2.75,2.1,1.7,1.91,1.91,1.57,1.22,0.25,0.28,0.71,1.56,1.0,1.22,49.2,27.6,35.83,38.62,0.69,1.39,2.08,-2.17,2.75,4.45,2.3,4.57,2.22,71.43,42.86,28.57,14.29,14.29,57.14,57.14,4.29,4.29,88.89,22.22,11.11,22.22,33.33,44.44,55.56,4.44,4.44,100.0,88.89,28.57,11.11
b7vdGle8,INGLATERRA - PREMIER LEAGUE,2024-01-15,16:45,RODADA 21,Burnley,Luton,19.0,18.0,1.91,3.4,4.0,2.01,1.89,1.8,1.95,1.78,2.67,0.35,0.09,0.33,3.0,0.56,1.82,17.25,57.17,30.0,45.56,0.66,1.67,2.33,-0.62,1.62,2.5,2.0,3.4,2.2,88.89,55.56,11.11,11.11,11.11,55.56,33.33,7.5,7.5,55.56,0.0,44.44,11.11,22.22,66.67,66.67,3.67,3.67,100.0,100.0,66.67,55.56
MHTKPHsG,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Abha,Al-Taawon,17.0,4.0,,,,,,,,2.12,1.0,0.09,0.29,1.62,0.93,1.75,0.79,55.43,41.14,60.86,35.4,0.98,1.39,2.37,3.86,3.57,2.47,4.5,3.29,5.6,37.5,25.0,62.5,50.0,12.5,62.5,75.0,2.86,2.86,87.5,37.5,12.5,50.0,37.5,25.0,50.0,5.67,5.67,100.0,100.0,50.0,50.0
QVqI5djp,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Al Nassr Riyadh,Al-Fateh,2.0,6.0,,,,,,,,2.0,1.12,0.17,0.14,2.38,0.5,2.0,0.71,24.86,36.14,47.33,54.88,1.7,1.83,3.53,7.29,6.86,1.94,1.93,4.8,4.2,100.0,37.5,0.0,75.0,75.0,75.0,62.5,6.0,6.0,87.5,75.0,12.5,62.5,62.5,75.0,87.5,4.0,4.0,100.0,100.0,75.0,12.5
vZmM4G5j,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Al Wehda,Al-Taee,9.0,,,,,,,,,2.11,1.67,0.18,0.12,2.11,0.65,0.44,2.28,35.25,34.5,47.29,40.0,2.5,0.98,3.48,5.38,-1.5,2.35,4.0,5.6,3.8,88.89,55.56,11.11,66.67,55.56,77.78,66.67,3.86,3.86,44.44,44.44,55.56,11.11,0.0,44.44,33.33,4.33,4.33,100.0,100.0,55.56,33.33
hxx4Tari,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Al-Akhdoud,Al-Ahli,,3.0,,,,,,,,1.11,2.0,0.13,0.11,1.33,1.19,1.62,0.93,36.67,25.0,49.5,31.4,1.13,1.9,3.03,2.12,5.86,4.0,3.67,3.4,5.4,55.56,22.22,44.44,44.44,22.22,44.44,33.33,5.0,5.0,100.0,75.0,0.0,50.0,62.5,87.5,62.5,4.83,4.83,100.0,100.0,44.44,87.5
WSz8SJcc,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Al-Hazem,Al-Feiha,,,,,,,,,,2.25,1.25,0.27,0.16,0.88,1.55,1.5,0.87,25.2,20.57,28.71,39.71,1.1,2.31,3.41,-3.0,6.29,2.62,2.5,3.4,4.8,100.0,62.5,0.0,25.0,37.5,62.5,50.0,3.5,3.5,100.0,62.5,0.0,37.5,37.5,62.5,75.0,3.67,3.67,100.0,100.0,50.0,37.5
SfUGQcS9,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Al-Hilal,Al-Raed,1.0,13.0,,,,,,,,2.0,0.62,0.24,0.27,2.78,0.24,0.88,1.13,32.0,23.67,54.33,24.25,2.12,0.75,2.87,7.75,1.57,4.13,2.83,7.4,3.5,77.78,55.56,22.22,88.89,66.67,44.44,33.33,6.67,6.67,37.5,37.5,62.5,12.5,0.0,37.5,37.5,7.5,7.5,100.0,50.0,22.22,25.0
l4VCRwD3,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Al-Ittihad,Al-Riyadh,7.0,,,,,,,,,2.38,2.25,0.17,0.15,1.25,1.19,0.5,2.14,30.14,56.0,33.71,25.5,2.08,1.75,3.83,1.43,0.57,2.88,1.83,6.0,3.0,87.5,50.0,12.5,37.5,50.0,75.0,75.0,5.67,5.67,100.0,75.0,0.0,12.5,12.5,100.0,75.0,4.67,4.67,100.0,100.0,75.0,62.5
K2nOOycM,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Al-Khaleej,Al-Ettifaq,,8.0,,,,,,,,1.25,1.33,0.17,0.29,1.5,0.87,1.22,1.14,39.86,44.5,37.67,47.5,1.5,1.39,2.89,2.57,2.0,3.75,1.72,3.2,4.0,87.5,75.0,12.5,37.5,37.5,62.5,75.0,3.67,3.67,55.56,22.22,44.44,33.33,11.11,33.33,33.33,3.83,3.83,87.5,77.78,25.0,33.33
Kl7kAxrT,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2024-02-15,14:00,RODADA 20,Damac,Al-Shabab,5.0,11.0,,,,,,,,2.25,1.44,0.07,0.28,2.25,0.46,0.67,1.5,46.38,69.83,37.17,27.29,2.19,0.63,2.82,7.14,-0.25,2.5,3.88,4.75,3.8,75.0,62.5,25.0,62.5,37.5,75.0,75.0,5.67,5.67,66.67,22.22,33.33,11.11,0.0,55.56,55.56,5.29,5.29,100.0,88.89,62.5,55.56
dW7TEz8I,MÉXICO - LIGA MX,2024-01-17,22:00,ENCERRAMENTO ,Leon,Tigres,16.0,12.0,2.55,3.2,2.75,2.03,1.83,1.75,2.0,1.1,1.6,0.07,0.31,2.1,0.57,1.4,1.02,45.5,39.71,28.14,45.71,1.5,1.33,2.83,4.0,7.22,4.31,2.6,5.0,3.75,90.0,40.0,10.0,60.0,40.0,50.0,70.0,8.5,8.5,70.0,40.0,30.0,40.0,30.0,50.0,40.0,4.0,4.0,100.0,100.0,30.0,50.0
0hAqg1Xd,ÁUSTRIA - BUNDESLIGA,2024-02-17,13:00,RODADA 19,Austria Vienna,Altach,8.0,10.0,,,,,,,,0.71,1.12,0.21,0.14,1.57,0.62,0.75,1.38,43.33,40.75,,37.5,1.26,0.0,1.26,2.67,3.43,2.25,3.89,4.4,4.0,28.57,28.57,71.43,28.57,14.29,28.57,14.29,5.33,5.33,62.5,50.0,37.5,12.5,12.5,37.5,37.5,4.86,4.86,42.86,87.5,14.29,25.0
8IDiiu29,ÁUSTRIA - BUNDESLIGA,2024-02-17,13:00,RODADA 19,BW Linz,Red Bull Salzburg,9.0,1.0,,,,,,,,1.25,1.5,0.23,0.29,1.25,0.93,2.25,0.46,14.83,29.29,29.6,46.5,0.89,1.62,2.51,3.0,6.14,2.61,2.58,5.0,5.67,87.5,50.0,12.5,25.0,37.5,37.5,50.0,3.5,3.5,87.5,25.0,12.5,62.5,62.5,50.0,50.0,5.57,5.57,87.5,87.5,25.0,62.5
bmW0UHfd,ÁUSTRIA - BUNDESLIGA,2024-02-17,13:00,RODADA 19,Wolfsberger,Tirol,7.0,11.0,,,,,,,,1.71,1.5,0.09,0.13,1.43,1.06,0.88,1.55,38.33,30.33,51.8,46.75,1.2,1.2,2.4,5.17,0.86,2.95,2.67,4.5,2.67,85.71,14.29,14.29,42.86,71.43,71.43,57.14,6.86,6.86,62.5,25.0,37.5,25.0,25.0,50.0,37.5,3.43,3.43,100.0,100.0,28.57,12.5
n9CejaHF,ÁUSTRIA - BUNDESLIGA,2024-02-18,10:30,RODADA 19,A. Lustenau,A. Klagenfurt,12.0,5.0,,,,,,,,2.12,1.86,0.19,0.15,0.0,,2.0,0.65,52.67,29.8,27.62,28.75,0.69,2.37,3.06,-3.0,7.83,,2.04,2.67,4.33,100.0,37.5,0.0,0.0,12.5,75.0,37.5,3.14,3.14,85.71,28.57,14.29,57.14,42.86,71.43,42.86,3.86,3.86,100.0,85.71,87.5,57.14
IJR2yC0q,ALEMANHA - 2. BUNDESLIGA,2024-01-19,14:30,RODADA 18,Karlsruher,Osnabruck,12.0,18.0,1.6,4.0,6.0,1.57,2.35,1.62,2.2,1.75,2.29,0.12,0.1,1.88,0.66,0.43,1.25,22.43,65.0,31.5,32.5,2.6,0.8,3.4,7.71,-5.5,3.54,4.0,6.2,3.67,100.0,50.0,0.0,50.0,62.5,75.0,62.5,6.17,6.17,57.14,42.86,42.86,0.0,0.0,57.14,57.14,4.0,4.0,100.0,85.71,62.5,28.57
WMV6zWFk,ALEMANHA - 2. BUNDESLIGA,2024-01-19,14:30,RODADA 18,Kiel,Braunschweig,1.0,17.0,1.65,4.0,5.0,1.57,2.35,1.57,2.25,2.38,1.14,0.1,0.29,2.0,0.71,0.43,2.65,36.75,66.67,46.57,22.86,2.3,1.26,3.56,0.29,-0.5,3.7,,6.0,2.4,87.5,62.5,12.5,62.5,50.0,87.5,87.5,6.67,6.67,100.0,71.43,0.0,14.29,0.0,71.43,42.86,4.67,4.67,100.0,100.0,75.0,28.57
rsgGtq13,ALEMANHA - 3. LIGA,2024-01-19,15:00,RODADA 21,Aue,RW Essen,11.0,4.0,2.42,3.6,2.65,1.8,1.98,1.65,2.1,1.75,1.29,0.08,0.11,1.62,0.93,1.0,1.41,45.43,53.2,51.0,24.6,1.8,0.89,2.69,2.43,0.17,3.06,3.12,4.71,4.17,50.0,12.5,50.0,50.0,25.0,50.0,62.5,6.0,6.0,71.43,42.86,28.57,28.57,14.29,71.43,57.14,4.86,4.86,100.0,85.71,37.5,57.14
dEzRGmNF,PAÍSES BAIXOS - EREDIVISIE,2024-01-19,16:00,RODADA 18,Excelsior,Heerenveen,12.0,9.0,2.8,3.6,2.3,1.62,2.25,1.53,2.38,2.57,2.0,0.13,0.08,1.0,1.0,0.86,1.71,57.67,41.8,43.83,17.83,1.83,1.62,3.45,-0.83,4.0,3.12,2.12,4.4,3.2,42.86,28.57,57.14,14.29,14.29,57.14,85.71,2.83,2.83,85.71,57.14,14.29,28.57,0.0,71.43,57.14,5.17,5.17,85.71,100.0,57.14,57.14
Uk326ND1,ALEMANHA - BUNDESLIGA,2024-01-19,16:30,RODADA 18,Mainz,Union Berlin,16.0,15.0,2.2,3.3,3.3,2.08,1.82,1.8,1.95,1.5,1.67,0.25,0.32,0.67,1.82,0.5,2.45,53.25,13.67,47.6,24.83,1.55,1.26,2.81,-0.4,4.6,3.62,3.0,4.0,4.5,50.0,16.67,50.0,16.67,16.67,33.33,50.0,3.75,3.75,100.0,50.0,0.0,16.67,33.33,83.33,50.0,4.4,4.4,100.0,100.0,33.33,33.33
Obut1qO8,BÉLGICA - LIGA JUPILER,2024-01-19,16:45,RODADA 21,Gent,KV Mechelen,3.0,10.0,1.4,4.5,8.0,1.67,2.15,1.91,1.91,1.44,1.67,0.12,0.12,2.11,0.5,0.78,1.67,38.11,61.4,43.71,28.88,2.19,1.18,3.37,4.0,3.88,3.9,2.89,6.6,4.33,88.89,55.56,11.11,55.56,44.44,66.67,77.78,5.14,5.14,77.78,44.44,22.22,22.22,11.11,55.56,44.44,3.29,3.29,100.0,100.0,44.44,44.44
OOWS5vnN,MÉXICO - LIGA MX,2024-01-19,22:00,ENCERRAMENTO ,Puebla,Necaxa,11.0,7.0,1.8,3.6,4.33,1.85,1.95,1.8,1.95,1.25,1.75,0.51,0.08,0.88,1.55,0.75,1.38,23.83,14.67,19.33,41.0,1.33,1.59,2.92,0.57,1.43,3.04,1.5,5.38,2.43,100.0,37.5,0.0,25.0,12.5,37.5,50.0,4.75,4.75,75.0,25.0,25.0,12.5,25.0,50.0,37.5,3.5,3.5,100.0,75.0,62.5,25.0
thDccgN2,ALEMANHA - 2. BUNDESLIGA,2024-01-20,09:00,RODADA 18,Elversberg,Hannover,9.0,8.0,2.25,3.5,3.0,1.67,2.15,1.53,2.38,1.43,1.25,0.35,0.18,1.43,1.06,1.12,1.11,26.8,14.0,52.33,56.29,1.79,0.89,2.68,7.17,3.14,3.46,2.33,4.8,3.8,71.43,57.14,28.57,42.86,28.57,57.14,57.14,5.33,5.33,75.0,50.0,25.0,25.0,50.0,62.5,62.5,3.17,3.17,100.0,87.5,57.14,25.0
hxKFY9p2,ALEMANHA - 2. BUNDESLIGA,2024-01-20,09:00,RODADA 18,Nurnberg,Rostock,10.0,16.0,1.83,3.8,4.0,1.67,2.15,1.62,2.2,1.71,1.43,0.08,0.18,1.14,1.18,1.0,1.41,52.2,45.25,31.0,29.57,1.59,1.26,2.85,0.83,-1.83,3.5,2.25,4.6,3.0,71.43,42.86,28.57,28.57,0.0,57.14,57.14,6.6,6.6,85.71,28.57,14.29,28.57,14.29,71.43,57.14,4.2,4.2,100.0,100.0,57.14,28.57
MmtXtYxM,ALEMANHA - 2. BUNDESLIGA,2024-01-20,09:00,RODADA 18,St. Pauli,Kaiserslautern,2.0,15.0,1.45,4.5,7.0,1.67,2.15,1.8,1.91,1.62,1.71,0.22,0.15,1.75,0.59,0.29,1.71,18.2,24.83,49.0,30.86,2.08,0.85,2.93,5.86,0.33,1.82,5.39,7.8,8.0,50.0,50.0,50.0,37.5,25.0,50.0,62.5,6.17,6.17,100.0,71.43,0.0,0.0,28.57,85.71,85.71,6.0,6.0,62.5,100.0,50.0,71.43
Ao25gRme,INGLATERRA - PREMIER LEAGUE,2024-01-20,09:30,RODADA 21,Arsenal,Crystal Palace,4.0,14.0,1.29,5.25,11.0,1.73,2.08,2.25,1.57,2.11,1.78,0.08,0.25,2.56,0.35,1.0,1.22,40.89,55.25,48.67,33.0,2.39,1.0,3.39,4.5,1.12,2.88,4.38,6.5,4.4,77.78,44.44,22.22,77.78,44.44,77.78,66.67,9.0,9.0,66.67,22.22,33.33,22.22,11.11,55.56,66.67,4.5,4.5,100.0,100.0,66.67,66.67
zc7Px10S,ALEMANHA - 3. LIGA,2024-01-20,10:00,RODADA 21,Dresden,Sandhausen,2.0,8.0,1.75,3.85,4.25,1.7,2.12,1.65,2.1,1.12,1.56,0.17,0.29,3.0,0.0,1.33,0.99,25.0,27.17,53.6,45.5,1.79,0.8,2.59,7.0,2.12,3.0,2.75,5.43,3.67,87.5,50.0,12.5,100.0,62.5,62.5,62.5,4.43,4.43,66.67,22.22,33.33,33.33,33.33,55.56,55.56,5.0,5.0,100.0,77.78,62.5,33.33
d68LwsoM,ALEMANHA - 3. LIGA,2024-01-20,10:00,RODADA 21,Hallescher,Ingolstadt,17.0,5.0,2.9,3.7,2.2,1.65,2.18,1.57,2.25,1.88,1.78,0.04,0.13,1.38,1.02,1.22,1.14,34.71,35.83,36.12,48.0,1.18,2.39,3.57,1.57,1.0,3.62,3.25,5.86,4.17,87.5,50.0,12.5,37.5,25.0,75.0,87.5,6.0,6.0,66.67,22.22,33.33,33.33,33.33,55.56,55.56,3.29,3.29,100.0,100.0,62.5,33.33
hxfiYK8q,ALEMANHA - 3. LIGA,2024-01-20,10:00,RODADA 21,Lubeck,Mannheim,18.0,16.0,2.25,3.6,2.87,1.75,2.05,1.62,2.15,1.62,1.88,0.15,0.07,0.75,1.38,0.5,2.14,47.5,55.75,38.57,47.25,1.62,1.1,2.72,1.71,0.43,4.17,2.0,5.0,2.67,50.0,37.5,50.0,12.5,12.5,50.0,50.0,6.29,6.29,75.0,12.5,25.0,12.5,25.0,50.0,50.0,4.14,4.14,87.5,100.0,75.0,25.0
6ubeXvOk,ALEMANHA - 3. LIGA,2024-01-20,10:00,RODADA 21,Regensburg,Verl,1.0,6.0,2.0,3.8,3.3,1.72,2.07,1.65,2.12,1.0,2.88,0.23,0.09,2.0,0.61,1.62,0.93,37.38,46.25,42.0,32.0,1.7,1.33,3.03,2.25,2.43,4.6,2.4,5.0,5.17,88.89,44.44,11.11,55.56,55.56,44.44,66.67,5.43,5.43,75.0,50.0,25.0,50.0,25.0,100.0,87.5,4.14,4.14,88.89,100.0,33.33,75.0
GfiOvNVF,ALEMANHA - 3. LIGA,2024-01-20,10:00,RODADA 21,Viktoria Koln,Saarbrucken,12.0,7.0,2.9,3.45,2.3,1.72,2.07,1.57,2.25,1.78,1.12,0.17,0.25,1.67,0.79,1.25,0.93,39.62,21.0,40.8,37.2,1.06,1.59,2.65,3.5,4.29,2.7,3.5,4.5,4.0,55.56,33.33,44.44,44.44,22.22,44.44,55.56,4.29,4.29,75.0,62.5,25.0,25.0,25.0,50.0,50.0,5.14,5.14,88.89,87.5,22.22,62.5
ILvp03wF,BÉLGICA - LIGA JUPILER,2024-01-20,12:00,RODADA 21,Genk,Cercle Brugge,4.0,7.0,1.8,3.6,4.33,1.6,2.3,1.57,2.25,2.0,1.33,0.14,0.31,1.56,0.73,1.44,1.04,34.57,54.14,36.33,22.8,1.5,0.98,2.48,7.62,4.62,2.65,3.2,6.0,4.4,77.78,44.44,22.22,33.33,44.44,66.67,55.56,5.86,5.86,44.44,22.22,55.56,44.44,0.0,44.44,44.44,4.5,4.5,88.89,88.89,55.56,66.67
x4hKu3G9,ALEMANHA - 3. LIGA,2024-01-20,12:30,RODADA 21,Munich 1860,Duisburg,15.0,19.0,1.85,3.8,3.75,1.78,2.0,1.72,2.02,0.86,0.75,0.47,0.23,1.0,1.41,0.5,1.07,23.25,43.25,55.25,30.71,1.18,0.49,1.67,0.17,-0.43,3.12,4.0,4.17,3.33,57.14,14.29,42.86,28.57,28.57,28.57,28.57,7.14,7.14,75.0,25.0,25.0,0.0,12.5,12.5,50.0,5.29,5.29,85.71,87.5,28.57,12.5
GhIEpOwS,BÉLGICA - LIGA JUPILER,2024-01-20,14:15,RODADA 21,St. Liege,Kortrijk,9.0,16.0,1.55,3.8,6.0,1.83,2.03,1.91,1.91,0.89,1.33,0.33,0.24,1.44,0.86,0.22,1.98,34.8,53.0,51.17,35.78,1.65,0.0,1.65,5.25,-2.75,3.29,,4.57,3.2,55.56,22.22,44.44,33.33,22.22,22.22,44.44,4.12,4.12,88.89,33.33,11.11,0.0,0.0,55.56,22.22,4.5,4.5,77.78,100.0,44.44,0.0
IB19ho31,INGLATERRA - PREMIER LEAGUE,2024-01-20,14:30,RODADA 21,Brentford,Nottingham,16.0,15.0,1.95,3.4,3.8,1.85,2.05,1.67,2.1,1.78,1.33,0.24,0.26,1.33,0.99,0.89,1.43,26.12,39.17,48.0,19.71,1.62,1.5,3.12,1.38,1.62,2.36,2.33,5.0,3.4,77.78,44.44,22.22,33.33,33.33,77.78,77.78,3.86,3.86,77.78,77.78,22.22,22.22,11.11,55.56,55.56,3.83,3.83,100.0,88.89,55.56,44.44
2oQVrf89,ALEMANHA - 2. BUNDESLIGA,2024-01-20,16:30,RODADA 18,Schalke,Hamburger SV,14.0,3.0,2.63,3.6,2.45,1.48,2.6,1.4,2.75,2.14,2.12,0.14,0.13,1.43,1.06,1.12,1.11,36.5,66.12,25.8,25.83,1.6,1.75,3.35,3.67,1.86,3.64,4.3,6.75,5.0,100.0,28.57,0.0,42.86,42.86,85.71,57.14,7.8,7.8,62.5,25.0,37.5,25.0,0.0,62.5,75.0,6.33,6.33,100.0,100.0,42.86,87.5
0Qgou21k,BÉLGICA - LIGA JUPILER,2024-01-20,16:45,RODADA 21,Club Brugge,Westerlo,5.0,11.0,1.3,5.0,9.5,1.48,2.6,1.8,1.95,1.56,2.22,0.18,0.1,2.11,0.5,1.11,1.05,35.38,58.88,38.67,41.29,2.04,0.98,3.02,4.0,1.25,3.26,2.87,6.8,4.0,77.78,33.33,22.22,55.56,44.44,33.33,66.67,7.83,7.83,66.67,11.11,33.33,22.22,22.22,66.67,77.78,3.86,3.86,88.89,88.89,33.33,66.67
txPZsENF,ALEMANHA - 2. BUNDESLIGA,2024-01-21,09:30,RODADA 18,Hertha,Dusseldorf,7.0,4.0,2.45,3.6,2.63,1.53,2.4,1.44,2.63,1.57,1.71,0.21,0.15,2.0,0.65,2.29,0.55,22.6,25.0,40.5,42.25,1.61,1.34,2.95,9.83,9.17,1.91,1.59,7.0,5.5,71.43,71.43,28.57,57.14,71.43,71.43,42.86,4.8,4.8,71.43,71.43,28.57,71.43,57.14,71.43,42.86,6.6,6.6,85.71,85.71,57.14,42.86
EoLBZkVe,ALEMANHA - 2. BUNDESLIGA,2024-01-21,09:30,RODADA 18,Magdeburg,Wehen,13.0,11.0,1.67,4.0,4.33,1.53,2.4,1.53,2.38,2.29,1.75,0.29,0.08,1.57,0.89,1.25,1.19,28.71,50.29,36.43,47.33,1.4,1.26,2.66,1.67,-0.57,3.12,3.23,6.25,4.4,100.0,57.14,0.0,42.86,42.86,71.43,100.0,5.4,5.4,62.5,25.0,37.5,37.5,37.5,50.0,62.5,4.33,4.33,100.0,100.0,57.14,62.5
0vuythhS,ALEMANHA - 2. BUNDESLIGA,2024-01-21,09:30,RODADA 18,Paderborn,Furth,6.0,5.0,2.25,3.75,2.9,1.57,2.35,1.5,2.5,2.0,1.0,0.09,0.48,1.57,0.89,1.29,0.97,54.14,31.33,43.6,33.6,1.59,1.39,2.98,1.83,1.5,3.75,3.0,5.0,3.6,57.14,14.29,42.86,42.86,28.57,71.43,71.43,5.6,5.6,85.71,42.86,14.29,28.57,28.57,28.57,57.14,5.6,5.6,100.0,100.0,28.57,57.14
MZfstrnq,BÉLGICA - LIGA JUPILER,2024-01-21,09:30,RODADA 21,Antwerp,Charleroi,6.0,12.0,1.5,4.2,6.0,1.75,2.05,1.8,1.95,1.22,0.67,0.26,0.37,2.11,0.5,0.33,1.5,30.0,36.33,33.5,37.5,1.59,0.6,2.19,3.25,-0.62,2.06,4.0,6.6,4.4,77.78,44.44,22.22,55.56,66.67,55.56,44.44,6.33,6.33,44.44,33.33,55.56,0.0,0.0,33.33,33.33,5.0,5.0,77.78,66.67,33.33,33.33
UwkCsPoc,ALEMANHA - 3. LIGA,2024-01-21,09:30,RODADA 21,Munster,Bielefeld,13.0,14.0,,,,,,,,2.38,1.38,0.14,0.21,1.88,0.66,1.0,1.31,51.57,50.86,57.0,32.57,1.75,1.2,2.95,6.0,2.71,3.04,3.58,5.0,3.86,50.0,25.0,50.0,50.0,25.0,62.5,75.0,6.29,6.29,87.5,37.5,12.5,25.0,25.0,62.5,75.0,4.43,4.43,87.5,100.0,37.5,62.5
vPbtevPa,INGLATERRA - PREMIER LEAGUE,2024-01-21,11:00,RODADA 21,Sheffield Utd,West Ham,20.0,6.0,4.33,3.5,1.83,1.73,2.08,1.67,2.1,2.0,2.44,0.16,0.07,0.78,1.67,1.44,1.04,55.83,45.25,33.38,43.56,1.26,2.33,3.59,-1.12,4.25,3.67,2.64,3.6,3.83,77.78,44.44,22.22,22.22,22.22,66.67,55.56,4.0,4.0,77.78,33.33,22.22,44.44,33.33,88.89,88.89,4.71,4.71,100.0,100.0,66.67,33.33
8jcgwtW1,BÉLGICA - LIGA JUPILER,2024-01-21,12:00,RODADA 21,Royale Union SG,St. Truiden,1.0,8.0,1.33,5.25,8.5,1.67,2.15,2.0,1.75,1.33,1.78,0.27,0.14,2.44,0.46,1.22,0.89,26.88,36.71,39.86,39.57,2.79,1.13,3.92,6.38,-1.75,2.68,3.1,7.33,4.0,88.89,66.67,11.11,77.78,66.67,77.78,66.67,5.86,5.86,66.67,55.56,33.33,22.22,33.33,55.56,55.56,5.14,5.14,100.0,100.0,77.78,55.56
l4m0Wbwd,ALEMANHA - 3. LIGA,2024-01-21,12:30,RODADA 21,Ulm,Unterhaching,3.0,9.0,,,,,,,,1.0,1.0,0.23,0.22,2.12,0.59,0.88,1.13,33.5,26.0,44.6,41.83,1.5,0.69,2.19,6.0,-1.14,3.0,2.11,5.0,3.86,87.5,37.5,12.5,62.5,50.0,50.0,62.5,5.43,5.43,50.0,50.0,50.0,12.5,12.5,50.0,50.0,4.14,4.14,100.0,75.0,37.5,37.5
Wf31f7Yl,INGLATERRA - PREMIER LEAGUE,2024-01-21,13:30,RODADA 21,Bournemouth,Liverpool,12.0,1.0,4.5,4.0,1.67,1.48,2.6,1.5,2.5,1.44,1.56,0.18,0.09,1.44,0.86,2.11,0.5,41.86,53.67,24.83,36.14,0.98,1.34,2.32,7.25,7.0,4.0,2.6,4.4,4.2,66.67,22.22,33.33,33.33,22.22,44.44,55.56,6.0,6.0,77.78,22.22,22.22,55.56,33.33,44.44,77.78,5.17,5.17,88.89,100.0,33.33,33.33
UabkvMGe,BÉLGICA - LIGA JUPILER,2024-01-21,14:30,RODADA 21,Leuven,Anderlecht,14.0,2.0,5.5,3.8,1.62,1.6,2.3,1.62,2.2,1.22,1.56,0.22,0.26,1.22,1.14,1.44,0.86,23.14,33.62,47.17,58.14,1.7,0.85,2.55,2.0,0.62,2.53,3.03,3.83,4.5,88.89,44.44,11.11,33.33,44.44,55.56,44.44,6.43,6.43,77.78,44.44,22.22,33.33,44.44,44.44,66.67,4.86,4.86,100.0,100.0,22.22,44.44
Aeyx2P82,BÉLGICA - LIGA JUPILER,2024-01-21,15:15,RODADA 21,RWDM,Eupen,13.0,15.0,1.91,3.5,4.0,1.75,2.05,1.62,2.2,1.22,1.89,0.38,0.25,1.44,0.86,0.78,1.67,44.25,44.5,25.67,45.25,1.99,1.48,3.47,-3.38,0.88,4.67,1.94,5.67,2.57,66.67,55.56,33.33,33.33,11.11,44.44,66.67,5.17,5.17,55.56,22.22,44.44,22.22,22.22,44.44,55.56,3.62,3.62,88.89,100.0,22.22,44.44
Sfn4VIh2,ALEMANHA - 3. LIGA,2024-01-21,15:30,RODADA 21,Freiburg II,Dortmund II,20.0,10.0,,,,,,,,2.0,1.12,0.17,0.12,0.38,1.38,1.38,0.77,54.5,30.2,31.0,33.67,0.98,2.08,3.06,-2.57,3.14,4.5,1.83,2.8,3.57,62.5,12.5,37.5,0.0,0.0,50.0,50.0,4.71,4.71,75.0,37.5,25.0,25.0,25.0,37.5,62.5,4.86,4.86,87.5,75.0,50.0,25.0
