League,Date,Time,Round,Home,Away,Class_Home,Class_Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,p_H,p_D,p_A,CV_HDA,P_expt_H,P_expt_A,Media_GM_H_6j,Media_GS_H_6j,Media_Total_1HT_H,CV_Media_Total_1HT_H,Media_Total_2HT_H,CV_Media_Total_2HT_H,Media_primeiro_gol_home,Media_primeiro_gol_home_sofrido,Porc_Marcou_Primeiro_Golo_H,Porc_Sofreu_Primeiro_Golo_H,Porc_Marcou_Primeiro_Golo_H_1P,Porc_Sofreu_Primeiro_Golo_H_1P,media_movel_chutes_por_gol_H,media_chutes_home,PPJ_H,CV_Pontos_H,Power_home,Media_CG_H,CV_CG_H,Media_VG_H,CV_VG_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Over15FT_Home,Porc_Over25FT_Home,Porc_BTTS_Home,Media_FT_Corners_H_MAR,Media_FT_Corners_H_SFR,media_movel_media_cartoes_amarelos_H,media_movel_media_cartoes_vermelhos_H,0x0_H,1x0_H,1x1_H,0x1_H,2x0_H,2x1_H,2x2_H,0x2_H,1x2_H,3x0_H,3x1_H,3x2_H,3x3_H,0x3_H,1x3_H,2x3_H,Goleada_H,Outro_Empate_H,Media_GM_A_6,Media_GS_A_6,Media_Total_1HT_A,CV_Media_Total_1HT_A,Media_Total_2HT_A,CV_Media_Total_2HT_A,Media_primeiro_gol_away,Media_primeiro_gol_away_sofrido,Porc_Marcou_Primeiro_Golo_A,Porc_Sofreu_Primeiro_Golo_A,Porc_Marcou_Primeiro_Golo_A_1P,Porc_Sofreu_Primeiro_Golo_A_1P,media_movel_chutes_por_gol_A,media_chutes_away,PPJ_A,CV_Pontos_A,Power_away,Media_CG_A,CV_CG_A,Media_VG_A,CV_VG_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Over15FT_Away,Porc_Over25FT_Away,Porc_BTTS_Away,Media_FT_Corners_A_MAR,Media_FT_Corners_A_SFR,media_movel_media_cartoes_amarelos_A,media_movel_media_cartoes_vermelhos_A,0x0_A,1x0_A,1x1_A,0x1_A,2x0_A,2x1_A,2x2_A,0x2_A,1x2_A,3x0_A,3x1_A,3x2_A,3x3_A,0x3_A,1x3_A,2x3_A,Goleada_A,Outro_Empate_A
BÉLGICA - PRIMEIRA LIGA,2023-12-21,20:45,RONDA 19,Gent,Leuven,3,15,1.380808080808081,5.841880341880342,9.55944055944056,1.2,4.33,1.1,7.0,1.36,3.1,1.83,1.83,1.67,2.1,0.7242136064374542,0.1711777615215801,0.10460863204096561,0.8331809041609721,2.343818580833943,0.48500365764447695,1.83,1.17,1.0,0.17,1.17,0.26,43.5,41.83,16.67,16.67,16.67,0.0,4.14,6.5,2.0,0.13,5.0,3.64,0.43,0.42,0.56,83.33,66.67,16.67,50.0,100.0,66.67,100.0,5.17,5.17,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,2.67,0.83,0.24,0.12,0.12,35.4,25.5,33.33,33.33,16.67,16.67,4.3,5.33,0.5,0.61,-2.86,6.38,0.61,0.66,0.61,100.0,50.0,0.0,16.67,83.33,83.33,83.33,4.33,5.0,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
ESPANHA - LALIGA2,2023-12-21,19:00,RONDA 21,Huesca,Cartagena,19,22,2.29,3.1953488372093024,3.994186046511628,1.62,2.2,1.53,2.38,2.7,1.44,5.5,1.14,2.25,1.57,0.4366812227074236,0.31295487627365354,0.25036390101892286,0.2322498295938317,1.6229985443959243,1.0640465793304221,0.5,1.0,0.0,1.0,1.0,0.15,54.5,48.6,33.33,16.67,33.33,0.0,2.0,1.67,0.5,0.54,-1.39,1.02,1.51,0.12,1.51,33.33,16.67,66.67,0.0,33.33,16.67,33.33,6.5,3.83,1.8,0.09,0.0,0.0,90.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.0,0.5,0.25,0.22,0.22,42.4,71.4,33.33,16.67,33.33,16.67,3.8,3.33,0.83,0.2,1.31,3.86,0.48,0.4,0.46,66.67,0.0,33.33,0.0,83.33,16.67,83.33,3.83,4.5,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
ESPANHA - LALIGA2,2023-12-21,19:00,RONDA 21,Villarreal B,R. Oviedo,18,10,3.058444022770399,3.2920751633986933,2.7079973118279574,1.53,2.38,1.44,2.63,2.4,1.53,4.5,1.18,2.0,1.73,0.3269636431319022,0.30375977168383167,0.369276585184266,0.0813711101470047,1.2846507010795383,1.4115895272366294,2.17,1.5,1.17,0.21,1.67,0.15,22.5,35.8,16.67,0.0,16.67,0.0,3.28,6.33,1.67,0.17,3.03,5.91,0.41,0.69,0.41,100.0,50.0,0.0,50.0,100.0,83.33,83.33,4.0,5.67,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.67,0.67,0.5,0.28,0.41,0.41,46.0,62.67,16.67,33.33,16.67,16.67,1.67,2.33,1.0,0.29,1.14,1.97,1.69,0.22,1.7,33.33,16.67,66.67,16.67,33.33,33.33,33.33,3.83,4.17,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPANHA - LALIGA2,2023-12-21,21:30,RONDA 21,Amorebieta,Alcorcon,21,20,2.334558823529412,3.3957219251336905,3.607954545454546,1.53,2.38,1.44,2.63,2.4,1.53,5.0,1.17,2.1,1.67,0.4283464566929133,0.2944881889763779,0.27716535433070866,0.20266682547393958,1.5795275590551179,1.125984251968504,0.5,0.67,0.33,0.2,0.5,0.46,17.0,38.67,50.0,33.33,16.67,16.67,4.25,2.67,0.83,0.67,1.0,1.77,1.43,0.19,1.44,50.0,16.67,50.0,16.67,33.33,16.67,16.67,3.67,6.17,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,1.33,1.33,0.67,0.16,0.1,0.1,38.75,50.25,33.33,16.67,33.33,0.0,2.0,3.67,1.33,0.1,2.11,5.23,0.74,0.58,0.72,66.67,16.67,33.33,33.33,100.0,33.33,33.33,2.5,6.33,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ROMÉNIA - LIGA 1,2023-12-21,16:00,RONDA 21,FC Hermannstadt,Sepsi Sf. Gheorghe,8,5,2.4838709677419355,3.347826086956522,3.347826086956522,1.53,2.38,1.5,2.5,2.5,1.5,5.0,1.17,2.1,1.67,0.4025974025974026,0.2987012987012987,0.2987012987012987,0.14693127920759436,1.5064935064935066,1.1948051948051948,1.83,0.67,0.5,0.33,1.5,0.17,37.0,20.33,66.67,33.33,50.0,16.67,2.98,5.17,2.0,0.16,4.75,4.69,0.58,0.54,0.57,66.67,33.33,33.33,50.0,66.67,50.0,50.0,4.83,3.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.5,0.5,0.14,0.14,0.14,26.67,37.4,16.67,66.67,0.0,16.67,2.67,3.0,0.5,0.81,-1.92,1.89,1.05,0.23,1.05,66.67,33.33,33.33,16.67,66.67,50.0,33.33,3.0,5.17,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
ROMÉNIA - LIGA 1,2023-12-21,18:45,RONDA 21,CFR Cluj,U. Cluj,2,6,1.9612121212121212,3.5366120218579233,4.822652757078987,1.44,2.63,1.36,3.0,2.15,1.67,3.75,1.25,2.0,1.73,0.5098887515451175,0.2827564894932015,0.20735475896168107,0.3857477182051024,1.812422744128554,0.9048207663782446,1.67,0.33,1.17,0.23,0.67,0.3,23.0,37.5,16.67,66.67,16.67,16.67,3.97,5.67,2.33,0.17,6.83,2.84,0.63,0.29,0.65,83.33,50.0,16.67,66.67,66.67,33.33,33.33,5.67,4.17,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,1.67,1.0,1.0,0.09,0.22,0.22,42.83,42.0,0.0,33.33,0.0,33.33,1.94,3.17,1.67,0.1,4.64,5.5,0.49,0.65,0.45,66.67,50.0,33.33,33.33,83.33,50.0,66.67,2.83,4.17,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
INGLATERRA - LIGA 1,2023-12-21,20:45,RONDA 23,Derby,Lincoln,6,9,1.596420323325635,4.608333333333333,6.38568129330254,1.4,2.75,1.3,3.4,2.03,1.83,3.5,1.29,2.1,1.67,0.6264014466546112,0.21699819168173598,0.1566003616636528,0.6260766586544815,2.0962025316455697,0.6867992766726944,2.0,0.33,0.83,0.43,1.5,0.08,46.2,88.5,33.33,16.67,16.67,16.67,2.13,4.67,2.33,0.2,6.36,3.43,0.61,0.34,0.57,50.0,16.67,50.0,66.67,83.33,50.0,33.33,6.5,4.17,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.0,1.17,0.5,0.4,0.18,0.18,33.0,59.0,33.33,16.67,33.33,0.0,2.7,2.5,1.33,0.24,1.53,3.57,0.52,0.42,0.51,50.0,16.67,50.0,33.33,66.67,33.33,50.0,2.83,5.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
AUSTRÁLIA - LIGA A,2023-12-21,09:45,RONDA 9,Brisbane Roar,Central Coast Mariners,2,9,2.284137931034483,4.078817733990148,3.1542857142857144,1.29,3.5,1.17,5.0,1.53,2.4,2.38,1.57,1.5,2.5,0.4378019323671497,0.24516908212560387,0.3170289855072464,0.23844782531913739,1.558574879227053,1.196256038647343,1.83,0.67,0.83,0.23,1.33,0.09,40.0,47.67,0.0,33.33,0.0,0.0,2.83,6.17,2.5,0.16,5.11,4.42,0.64,0.58,0.65,66.67,33.33,33.33,83.33,83.33,66.67,33.33,4.83,5.33,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,1.17,0.31,0.12,0.12,21.5,38.83,33.33,33.33,16.67,33.33,2.42,7.5,2.0,0.26,4.42,7.05,0.99,0.95,0.99,83.33,66.67,16.67,66.67,100.0,83.33,66.67,4.83,6.17,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0
SÉRVIA - SUPER LIGA,2023-12-21,15:00,RONDA 9,Novi Pazar,Sp. Subotica,4,9,2.0126524390243903,3.5387295631198072,4.533997252747253,1.4,2.75,1.36,3.0,2.05,1.7,3.5,1.29,1.85,1.91,0.4968567749753844,0.28258729076724987,0.22055593425736575,0.35510766766540014,1.7731576156934028,0.9442550935393471,1.5,0.5,0.33,0.42,1.5,0.22,48.0,47.0,50.0,16.67,50.0,0.0,1.97,3.67,2.5,0.24,4.83,4.02,0.74,0.47,0.78,50.0,0.0,50.0,83.33,50.0,33.33,33.33,2.67,4.0,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.33,0.17,0.52,0.15,0.15,51.0,39.5,16.67,33.33,16.67,16.67,2.5,2.33,1.17,0.17,-0.42,4.56,1.09,0.46,0.96,66.67,16.67,33.33,33.33,83.33,33.33,33.33,3.83,7.17,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SÉRVIA - SUPER LIGA,2023-12-21,19:00,RONDA 9,Vozdovac,Vojvodina,7,5,3.697215346534653,3.5422422481769136,2.2360404191616765,1.36,3.0,1.3,3.4,1.91,1.8,3.25,1.33,1.73,2.06,0.2704738313220748,0.2823070614424155,0.4472191072355098,0.24202252114309689,1.09372855540864,1.6239643831489448,1.5,0.83,0.5,0.18,1.5,0.12,52.0,46.0,66.67,16.67,50.0,0.0,3.0,4.5,2.0,0.23,4.11,12.83,1.7,0.71,1.16,50.0,33.33,50.0,50.0,66.67,33.33,66.67,5.5,3.67,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.17,1.67,1.0,0.18,0.19,0.19,31.0,23.0,0.0,50.0,0.0,50.0,1.88,3.5,1.0,0.0,0.17,3.4,0.85,0.41,0.87,66.67,50.0,33.33,16.67,83.33,66.67,66.67,5.0,4.0,1.8,0.09,0.0,0.0,80.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ÍNDIA - SUPER LIGA,2023-12-22,15:30,-,East Bengal,Odisha FC,7,4,2.8616225749559083,3.7511906413279696,2.6043980738362764,1.34,3.1,1.22,3.65,1.76,2.03,2.79,1.36,1.61,2.25,0.3494520936309737,0.26658202571277134,0.383965880656255,0.1477755698787413,1.3149383066056923,1.4184796676815363,1.17,1.33,0.67,0.13,1.33,0.26,34.5,45.0,0.0,50.0,0.0,0.0,2.12,3.0,1.33,0.22,1.33,3.25,0.76,0.4,0.76,50.0,33.33,50.0,33.33,66.67,50.0,50.0,4.33,7.5,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.5,1.67,0.67,0.35,0.1,0.1,27.4,54.4,16.67,16.67,16.67,16.67,2.77,3.67,1.17,0.06,0.47,4.24,0.61,0.53,0.62,83.33,16.67,16.67,33.33,83.33,66.67,66.67,6.0,5.83,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
ÁFRICA DO SUL - PRIMEIRA LIGA,2023-12-22,16:00,RONDA 15,Sekhukhune,Stellenbosch,11,5,2.995930692171118,3.125718303384308,2.8877743494934607,1.62,2.22,1.59,2.27,2.71,1.38,5.45,1.1,2.19,1.64,0.3337860927868498,0.31992646263653074,0.3462874445766194,0.03229976026723559,1.3212847409970803,1.3587887963663892,0.67,1.0,0.5,0.28,0.67,0.2,31.0,36.75,33.33,0.0,33.33,0.0,1.25,1.67,0.83,0.39,0.75,2.58,0.87,0.26,0.86,83.33,16.67,16.67,16.67,50.0,33.33,50.0,3.83,5.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.17,0.82,0.53,0.53,33.5,30.75,33.33,16.67,33.33,16.67,3.0,3.33,0.83,0.31,-0.67,2.1,1.66,0.24,1.68,66.67,16.67,33.33,16.67,33.33,33.33,33.33,4.0,3.17,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
PORTUGAL - LIGA PORTUGAL 2,2023-12-22,21:45,RONDA 15,CF Os Belenenses,Santa Clara,17,1,4.544113907958302,3.6652994257588185,1.971973960057376,1.45,2.64,1.35,2.84,2.14,1.67,3.74,1.21,1.95,1.81,0.2200649059982095,0.272829006266786,0.5071060877350045,0.37424916992730195,0.9330237242614146,1.7941472694717997,1.5,0.67,0.67,0.13,1.5,0.19,38.4,82.0,0.0,33.33,0.0,16.67,1.0,0.83,1.83,0.14,4.72,3.72,0.7,0.46,0.74,50.0,16.67,50.0,50.0,83.33,50.0,50.0,0.83,1.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,1.0,0.83,0.67,0.19,0.57,0.57,43.25,22.0,16.67,0.0,16.67,0.0,3.12,4.67,1.5,0.3,1.61,2.6,0.84,0.32,0.83,83.33,50.0,16.67,33.33,83.33,16.67,33.33,4.33,4.17,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCÓCIA - CAMPEONATO,2023-12-22,20:45,RONDA 17,Queen's Park,Dundee Utd,10,2,6.161277906081601,4.639710144927537,1.6072898885430265,1.29,3.5,1.17,4.5,1.6,2.3,2.5,1.5,1.73,2.0,0.1623039920034985,0.21553070531642404,0.6221653026800774,0.6161632931621113,0.7024426813269196,2.0820266133566565,1.33,2.17,0.33,0.58,2.17,0.06,40.75,42.4,16.67,33.33,16.67,16.67,2.62,4.5,0.83,0.41,-1.08,3.39,0.75,0.44,0.77,66.67,16.67,33.33,16.67,83.33,66.67,66.67,8.5,3.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.0,1.0,0.41,0.12,0.12,42.2,19.67,33.33,50.0,33.33,50.0,2.43,4.5,1.5,0.23,2.19,5.0,0.71,0.61,0.7,66.67,50.0,33.33,50.0,66.67,66.67,33.33,6.33,5.67,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCÓCIA - CAMPEONATO,2023-12-22,20:45,RONDA 17,Raith,Ayr,1,6,1.773473684210526,4.035449101796407,5.309801449732115,1.33,3.25,1.22,4.0,1.75,2.05,2.75,1.4,1.8,1.91,0.5638651471984806,0.247803893637227,0.1883309591642925,0.49442660963992413,1.9393993352326686,0.8127967711301044,1.67,1.0,0.83,0.16,1.67,0.12,43.0,50.75,50.0,33.33,33.33,16.67,4.17,5.5,2.33,0.12,5.56,3.96,0.58,0.51,0.61,66.67,16.67,33.33,66.67,66.67,33.33,66.67,5.17,4.67,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,2.0,1.67,1.33,0.29,0.16,0.16,25.33,39.0,0.0,16.67,0.0,16.67,3.12,4.5,1.67,0.23,2.94,6.76,0.72,0.88,0.73,83.33,50.0,16.67,50.0,83.33,83.33,83.33,5.67,4.5,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
ITÁLIA - SÉRIE A,2023-12-22,18:30,RONDA 17,Empoli,Lazio,18,11,3.890909090909091,3.566666666666667,2.1616161616161618,1.44,2.63,1.33,3.4,2.08,1.73,3.75,1.29,1.91,1.91,0.2570093457943925,0.2803738317757009,0.4626168224299065,0.27574053255947534,1.0514018691588785,1.6682242990654204,0.67,1.67,0.5,0.6,1.0,0.58,19.0,23.0,50.0,50.0,33.33,0.0,4.5,3.5,0.67,0.56,-1.61,1.85,1.65,0.24,1.68,66.67,33.33,33.33,16.67,50.0,33.33,16.67,5.0,5.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.0,1.5,0.67,0.22,0.11,0.11,41.25,40.6,33.33,50.0,33.33,50.0,2.75,3.33,1.0,0.2,0.08,3.65,0.99,0.43,0.97,66.67,50.0,33.33,33.33,83.33,50.0,50.0,5.67,5.33,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0
ITÁLIA - SÉRIE A,2023-12-22,18:30,RONDA 17,Sassuolo,Genoa,15,14,2.345063538611926,3.5993998499624906,3.381254404510219,1.4,2.75,1.3,3.5,2.01,1.89,3.4,1.33,1.75,2.0,0.42642767819924965,0.27782409337223846,0.29574822842851184,0.1986993171436103,1.5571071279699875,1.165068778657774,1.67,1.5,0.83,0.21,1.33,0.27,25.75,29.83,16.67,50.0,16.67,33.33,3.65,6.33,1.33,0.06,1.44,5.04,1.21,0.62,1.2,83.33,66.67,16.67,33.33,83.33,50.0,66.67,7.5,2.83,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.67,1.33,0.5,0.27,0.17,0.17,27.0,62.4,33.33,50.0,33.33,50.0,2.33,2.67,0.67,0.65,-0.44,2.41,1.11,0.29,1.12,33.33,16.67,66.67,16.67,50.0,33.33,33.33,1.5,6.17,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITÁLIA - SÉRIE A,2023-12-22,20:45,RONDA 17,Monza,Fiorentina,10,6,2.9764705882352938,3.7205882352941178,2.53,1.4,2.75,1.3,3.5,1.99,1.91,3.4,1.33,1.75,2.0,0.3359683794466404,0.26877470355731226,0.3952569169960475,0.15500926127373588,1.2766798418972334,1.4545454545454548,1.17,0.5,0.83,0.15,0.67,0.37,26.25,53.0,33.33,33.33,16.67,16.67,3.71,4.33,1.5,0.14,4.0,2.36,0.83,0.28,0.81,66.67,33.33,33.33,33.33,66.67,16.67,33.33,6.83,4.0,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.5,0.33,0.24,0.24,19.33,54.6,16.67,33.33,16.67,33.33,2.67,3.67,1.17,0.27,1.0,4.15,1.55,0.45,1.47,83.33,16.67,16.67,33.33,66.67,33.33,33.33,5.5,4.67,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0
ITÁLIA - SÉRIE A,2023-12-22,20:45,RONDA 17,Salernitana,AC Milan,20,3,7.061507936507936,4.562820512820513,1.5643956043956042,1.33,3.25,1.22,4.33,1.7,2.1,2.75,1.44,1.91,1.91,0.1416128125878056,0.21916268614779433,0.6392245012644002,0.6558073681469277,0.6440011239112111,2.136836189940995,0.83,2.17,0.0,1.0,2.17,0.1,64.33,37.33,33.33,16.67,33.33,0.0,3.33,4.0,0.83,0.66,-1.47,2.74,1.22,0.32,1.18,66.67,16.67,33.33,16.67,100.0,66.67,50.0,5.33,5.67,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.83,1.83,1.17,0.15,0.15,0.15,40.5,48.0,0.0,50.0,0.0,50.0,2.5,4.5,1.83,0.16,4.0,4.67,0.36,0.55,0.4,83.33,66.67,16.67,50.0,83.33,83.33,83.33,2.83,3.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-22,16:00,RONDA 18,Al-Hazem,Al-Ahli SC,18,3,5.5248538011695905,5.248611111111111,1.5911578947368419,1.29,3.5,1.17,4.5,1.53,2.38,2.25,1.57,1.8,1.91,0.1810002646202699,0.19052659433712624,0.628473141042604,0.6261947810887639,0.733527388197936,2.0759460174649385,1.33,3.0,0.67,0.2,2.5,0.19,47.8,23.83,33.33,0.0,33.33,0.0,3.1,3.67,0.67,0.41,-2.94,7.99,0.73,0.7,0.78,83.33,50.0,16.67,16.67,100.0,66.67,83.33,3.17,6.0,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.5,2.17,0.83,0.37,0.21,0.21,26.8,21.0,66.67,33.33,66.67,16.67,3.67,5.5,1.17,0.12,-0.11,4.88,0.92,0.56,0.97,83.33,66.67,16.67,33.33,66.67,66.67,66.67,5.17,2.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-22,16:00,RONDA 18,Al-Nassr,Al-Ettifaq,2,8,1.4177142857142857,5.769767441860465,8.242524916943522,1.25,3.75,1.14,5.0,1.44,2.63,2.1,1.67,1.8,1.91,0.7053607416364369,0.17331721080209592,0.12132204756146715,0.7917543886079118,2.2893994357114065,0.5372833534864974,2.67,1.5,1.67,0.22,1.67,0.14,13.6,27.75,16.67,66.67,16.67,16.67,2.38,7.0,2.17,0.13,6.08,4.21,0.58,0.43,0.73,100.0,66.67,0.0,66.67,100.0,83.33,50.0,6.5,4.0,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.17,0.67,0.17,0.84,0.2,0.2,54.67,44.0,0.0,0.0,0.0,0.0,1.67,3.17,1.67,0.21,2.06,3.13,1.17,0.35,1.18,50.0,16.67,50.0,50.0,66.67,16.67,16.67,4.0,5.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
INGLATERRA - PREMIER LEAGUE,2023-12-22,21:00,RONDA 18,Aston Villa,Sheffield Utd,3,20,1.2637362637362637,7.371794871794872,13.690476190476192,1.22,4.0,1.14,5.5,1.44,2.7,2.1,1.73,2.0,1.75,0.7913043478260869,0.13565217391304346,0.07304347826086956,0.9745246526777804,2.5095652173913043,0.35478260869565215,3.67,0.83,1.5,0.18,2.83,0.19,29.0,54.8,16.67,16.67,16.67,16.67,1.86,6.5,3.0,0.0,10.17,7.46,0.52,0.91,0.62,83.33,50.0,16.67,100.0,100.0,100.0,83.33,4.83,4.17,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,20.0,0.0,0.83,2.5,0.0,1.0,0.16,0.16,60.5,46.17,16.67,50.0,16.67,50.0,2.88,2.5,0.5,1.21,-3.17,4.49,0.86,0.4,0.74,50.0,16.67,50.0,16.67,100.0,83.33,66.67,3.67,7.83,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
